	Variable1	Variable2	Correlation	Variable1_type	Variable2_type	P-value
275536	f331	Texture_DifferenceEntropy_FITC_3_03_256	-0.336390537665864	DL features	CP features	2.01932398209727e-54
275537	f331	Texture_Entropy_BF_3_00_256	-0.302892448532381	DL features	CP features	7.2341822930433e-44
275538	f331	Texture_Entropy_BF_3_01_256	-0.318169889128897	DL features	CP features	1.6377674058249498e-48
275540	f331	Texture_Entropy_BF_3_03_256	-0.31995340675741	DL features	CP features	4.5067037590331394e-49
275545	f331	Texture_Entropy_FITC_3_00_256	-0.337321728261221	DL features	CP features	9.815793138819969e-55
275546	f331	Texture_Entropy_FITC_3_01_256	-0.338864842050433	DL features	CP features	2.95430670264492e-55
275547	f331	Texture_Entropy_FITC_3_02_256	-0.337627110861419	DL features	CP features	7.74160169711618e-55
275548	f331	Texture_Entropy_FITC_3_03_256	-0.337661769447478	DL features	CP features	7.535303498979208e-55
275553	f331	Texture_SumAverage_FITC_3_00_256	-0.355006976286153	DL features	CP features	6.8556834599675e-61
275554	f331	Texture_SumAverage_FITC_3_01_256	-0.354253986668287	DL features	CP features	1.2788696238132198e-60
275555	f331	Texture_SumAverage_FITC_3_02_256	-0.35379304932223	DL features	CP features	1.87150744996699e-60
275556	f331	Texture_SumAverage_FITC_3_03_256	-0.353917466765048	DL features	CP features	1.6888003814005298e-60
275565	f331	Texture_SumEntropy_FITC_3_00_256	-0.336667087609531	DL features	CP features	1.62988021702094e-54
275566	f331	Texture_SumEntropy_FITC_3_01_256	-0.338263683912432	DL features	CP features	4.71712398442801e-55
275567	f331	Texture_SumEntropy_FITC_3_02_256	-0.337358818589439	DL features	CP features	9.537196191310239e-55
275568	f331	Texture_SumEntropy_FITC_3_03_256	-0.33784717104037	DL features	CP features	6.5242002273278595e-55
275577	f331	Texture_SumVariance_FITC_3_00_256	-0.354208780184266	DL features	CP features	1.3275135003729694e-60
275578	f331	Texture_SumVariance_FITC_3_01_256	-0.356597266538535	DL features	CP features	1.82947462887799e-61
275579	f331	Texture_SumVariance_FITC_3_02_256	-0.358515969994126	DL features	CP features	3.6777359309494697e-62
275580	f331	Texture_SumVariance_FITC_3_03_256	-0.35932972357069	DL features	CP features	1.85700125267916e-62
275589	f331	Texture_Variance_FITC_3_00_256	-0.352764610438553	DL features	CP features	4.36328703130526e-60
275590	f331	Texture_Variance_FITC_3_01_256	-0.354723246694646	DL features	CP features	8.673903050980259e-61
275591	f331	Texture_Variance_FITC_3_02_256	-0.354413572553233	DL features	CP features	1.12075464456302e-60
275592	f331	Texture_Variance_FITC_3_03_256	-0.355363870324115	DL features	CP features	5.1004287661123e-61
275605	f332	f347	-0.379767421108092	DL features	DL features	3.3291402611762095e-70
275617	f332	f361	-0.388680548659237	DL features	DL features	9.166447799833049e-74
275619	f332	f363	-0.475094369301316	DL features	DL features	1.45138404921372e-114
275622	f332	f367	0.323380422113451	DL features	DL features	3.69328567316728e-50
275624	f332	f370	-0.442126099433472	DL features	DL features	1.4378547278694e-97
275626	f332	f372	0.314717521285395	DL features	DL features	1.93893442281625e-47
275627	f332	f373	0.33966176469374	DL features	DL features	1.58650620433889e-55
275632	f332	f378	-0.322950061140053	DL features	DL features	5.069287102105571e-50
275637	f332	f383	0.304863406504399	DL features	DL features	1.88524283235787e-44
275814	f333	f365	0.329486665696673	DL features	DL features	3.9162300447259805e-52
275828	f333	f379	-0.36825725538652	DL features	DL features	9.04318986160191e-66
275832	f333	f384	-0.5266148996859781	DL features	DL features	3.2918902595257304e-145
275834	f333	AreaShape_BoundingBoxArea	-0.307511600895529	DL features	CP features	3.04240652034915e-45
275836	f333	AreaShape_BoundingBoxMaximum_Y	-0.309070156353292	DL features	CP features	1.03286817492775e-45
275838	f333	AreaShape_Center_Y	-0.310244508326888	DL features	CP features	4.5517991720661405e-46
275843	f333	AreaShape_CentralMoment_2_0	-0.30427280294341	DL features	CP features	2.8244453402660296e-44
275844	f333	AreaShape_CentralMoment_2_2	-0.301549008958942	DL features	CP features	1.7975178875715704e-43
275847	f333	AreaShape_InertiaTensorEigenvalues_0	-0.315733350755342	DL features	CP features	9.406817460190879e-48
275853	f333	AreaShape_MajorAxisLength	-0.315733350755342	DL features	CP features	9.406817460190879e-48
275854	f333	AreaShape_MaxFeretDiameter	-0.316405536429176	DL features	CP features	5.81868023014181e-48
275860	f333	AreaShape_Perimeter	-0.31032943019621	DL features	CP features	4.28951944530465e-46
275865	f333	AreaShape_SpatialMoment_1_0	-0.307304904945708	DL features	CP features	3.5101163991384e-45
275866	f333	AreaShape_SpatialMoment_1_1	-0.302565054685688	DL features	CP features	9.03370818589806e-44
275869	f333	AreaShape_SpatialMoment_2_0	-0.309298727215533	DL features	CP features	8.80912946548649e-46
275870	f333	AreaShape_SpatialMoment_2_1	-0.308149749406383	DL features	CP features	1.9566211963406003e-45
275871	f333	AreaShape_SpatialMoment_2_2	-0.304233509825985	DL features	CP features	2.90127572055201e-44
275872	f333	AreaShape_SpatialMoment_2_3	-0.30050368956374	DL features	CP features	3.6367037334960195e-43
275905	f333	Location_CenterMassIntensity_Y_BF	-0.30510932673748	DL features	CP features	1.59332470898356e-44
275907	f333	Location_Center_Y	-0.310244508326888	DL features	CP features	4.5517991720661405e-46
275911	f333	Location_MaxIntensity_Y_FITC	-0.348537143618207	DL features	CP features	1.36462471276286e-58
276023	f334	f373	0.333713732559207	DL features	DL features	1.5843242522917e-53
276064	f334	Texture_Contrast_BF_3_00_256	-0.364840200207608	DL features	CP features	1.7200094231976802e-64
276065	f334	Texture_Contrast_BF_3_01_256	-0.377708080160758	DL features	CP features	2.13269423494315e-69
276066	f334	Texture_Contrast_BF_3_02_256	-0.341467638033071	DL features	CP features	3.8412009573458003e-56
276067	f334	Texture_Contrast_BF_3_03_256	-0.365415624373284	DL features	CP features	1.0494336165506398e-64
276072	f334	Texture_DifferenceEntropy_BF_3_00_256	-0.370128358855605	DL features	CP features	1.77137361322329e-66
276073	f334	Texture_DifferenceEntropy_BF_3_01_256	-0.377555285346484	DL features	CP features	2.4459031747386e-69
276074	f334	Texture_DifferenceEntropy_BF_3_02_256	-0.338870358845178	DL features	CP features	2.9418478876329798e-55
276075	f334	Texture_DifferenceEntropy_BF_3_03_256	-0.36747694704624	DL features	CP features	1.7770121454207902e-65
276080	f334	Texture_Entropy_BF_3_00_256	-0.309669655958794	DL features	CP features	6.804760708063291e-46
276081	f334	Texture_Entropy_BF_3_01_256	-0.301378003453002	DL features	CP features	2.0176601003329504e-43
276082	f334	Texture_Entropy_BF_3_02_256	-0.30074290286683	DL features	CP features	3.0953253979573098e-43
276083	f334	Texture_Entropy_BF_3_03_256	-0.301671549572584	DL features	CP features	1.6549854209626402e-43
276092	f334	Texture_SumEntropy_BF_3_00_256	-0.321896893849733	DL features	CP features	1.09666127274263e-49
276093	f334	Texture_SumEntropy_BF_3_01_256	-0.322592096688906	DL features	CP features	6.590607633310121e-50
276094	f334	Texture_SumEntropy_BF_3_02_256	-0.326431461030446	DL features	CP features	3.86524275248125e-51
276095	f334	Texture_SumEntropy_BF_3_03_256	-0.32855923598194	DL features	CP features	7.869447578322481e-52
276100	f334	Texture_SumVariance_BF_3_00_256	-0.322433248017932	DL features	CP features	7.4040707020739395e-50
276101	f334	Texture_SumVariance_BF_3_01_256	-0.319412312772143	DL features	CP features	6.67123185969052e-49
276102	f334	Texture_SumVariance_BF_3_02_256	-0.331509810763221	DL features	CP features	8.48779860028812e-53
276103	f334	Texture_SumVariance_BF_3_03_256	-0.330709327842053	DL features	CP features	1.55581911045778e-52
276108	f334	Texture_Variance_BF_3_00_256	-0.353190728218224	DL features	CP features	3.07370643955456e-60
276109	f334	Texture_Variance_BF_3_01_256	-0.357008948590195	DL features	CP features	1.29839704089238e-61
276110	f334	Texture_Variance_BF_3_02_256	-0.353895631449744	DL features	CP features	1.7193894386071898e-60
276111	f334	Texture_Variance_BF_3_03_256	-0.357941395784162	DL features	CP features	5.9524966883416615e-62
276116	f335	f336	0.403769905701534	DL features	DL features	4.745189892713689e-80
276120	f335	f340	-0.370528648113566	DL features	DL features	1.24790172398432e-66
276127	f335	f347	0.308264616371637	DL features	DL features	1.8071151007030298e-45
276136	f335	f359	-0.348693980087899	DL features	DL features	1.20256014372093e-58
276140	f335	f363	0.390706625712512	DL features	DL features	1.3722446990796398e-74
276146	f335	f370	0.559178752567431	DL features	DL features	1.5526055290988003e-167
276149	f335	f373	-0.476197822181228	DL features	DL features	3.6298213980952404e-115
276153	f335	f378	0.38270368364465	DL features	DL features	2.2965432984342896e-71
276158	f335	f383	-0.408721537172427	DL features	DL features	3.47735229393165e-82
276236	f335	Texture_Contrast_BF_3_00_256	0.344580974939771	DL features	CP features	3.25992157608435e-57
276237	f335	Texture_Contrast_BF_3_01_256	0.321427879220989	DL features	CP features	1.5455447017508298e-49
276238	f335	Texture_Contrast_BF_3_02_256	0.327322209014334	DL features	CP features	1.9877500859970602e-51
276239	f335	Texture_Contrast_BF_3_03_256	0.315488474423816	DL features	CP features	1.1204187504429701e-47
276244	f335	Texture_DifferenceEntropy_BF_3_00_256	0.312449615159872	DL features	CP features	9.66190910037016e-47
276245	f335	Texture_DifferenceEntropy_BF_3_01_256	0.309053263914914	DL features	CP features	1.0450143036666801e-45
276247	f335	Texture_DifferenceEntropy_BF_3_03_256	0.3009511633198	DL features	CP features	2.6901841259240898e-43
276252	f335	Texture_Entropy_BF_3_00_256	0.315652356729705	DL features	CP features	9.96717813161862e-48
276253	f335	Texture_Entropy_BF_3_01_256	0.334710535177163	DL features	CP features	7.375519531078011e-54
276254	f335	Texture_Entropy_BF_3_02_256	0.314971335562138	DL features	CP features	1.61941225699678e-47
276255	f335	Texture_Entropy_BF_3_03_256	0.33142867710676	DL features	CP features	9.02556154717573e-53
276298	f336	f339	0.308208309915411	DL features	DL features	1.87906115817514e-45
276301	f336	f343	0.425017538322904	DL features	DL features	1.8156711685763098e-89
276306	f336	f349	-0.337766951415803	DL features	DL features	6.94340270832791e-55
276315	f336	f359	-0.302045671723481	DL features	DL features	1.28484523970333e-43
276316	f336	f360	0.334830599769285	DL features	DL features	6.725546002257701e-54
276326	f336	f370	0.510623423799055	DL features	DL features	3.98589011983462e-135
276333	f336	f380	0.454920374299484	DL features	DL features	6.097700701564719e-104
276387	f336	Granularity_2_Cy5	0.308201595849978	DL features	CP features	1.88781082926705e-45
276405	f336	Intensity_IntegratedIntensity_Cy5	0.330593538239667	DL features	CP features	1.6981546328053502e-52
276414	f336	Texture_Contrast_BF_3_00_256	0.386876860901017	DL features	CP features	4.91172452674462e-73
276415	f336	Texture_Contrast_BF_3_01_256	0.338570287889419	DL features	CP features	3.7176349297345e-55
276416	f336	Texture_Contrast_BF_3_02_256	0.379026051997783	DL features	CP features	6.505526758146119e-70
276417	f336	Texture_Contrast_BF_3_03_256	0.350401890657933	DL features	CP features	3.0084564457970305e-59
276418	f336	Texture_Contrast_Cy5_3_00_256	0.326560690763409	DL features	CP features	3.50985028696503e-51
276419	f336	Texture_Contrast_Cy5_3_01_256	0.324491214685883	DL features	CP features	1.62891944979255e-50
276420	f336	Texture_Contrast_Cy5_3_02_256	0.328636046934484	DL features	CP features	7.428392801703221e-52
276421	f336	Texture_Contrast_Cy5_3_03_256	0.321871376667918	DL features	CP features	1.1172774330197498e-49
276422	f336	Texture_DifferenceEntropy_BF_3_00_256	0.348041572045183	DL features	CP features	2.0358873805660202e-58
276423	f336	Texture_DifferenceEntropy_BF_3_01_256	0.312051860773979	DL features	CP features	1.27832978498627e-46
276424	f336	Texture_DifferenceEntropy_BF_3_02_256	0.33730741773868	DL features	CP features	9.92601889336177e-55
276425	f336	Texture_DifferenceEntropy_BF_3_03_256	0.330115500759907	DL features	CP features	2.43683034132432e-52
276426	f336	Texture_DifferenceEntropy_Cy5_3_00_256	0.324319366623198	DL features	CP features	1.84858521841975e-50
276427	f336	Texture_DifferenceEntropy_Cy5_3_01_256	0.324282206317594	DL features	CP features	1.90006378738464e-50
276428	f336	Texture_DifferenceEntropy_Cy5_3_02_256	0.324878711897276	DL features	CP features	1.2227814047530799e-50
276429	f336	Texture_DifferenceEntropy_Cy5_3_03_256	0.321320810469634	DL features	CP features	1.67060017191181e-49
276438	f336	Texture_Entropy_Cy5_3_00_256	0.313700263618964	DL features	CP features	3.9941756385530493e-47
276439	f336	Texture_Entropy_Cy5_3_01_256	0.313598917513672	DL features	CP features	4.29007326227144e-47
276440	f336	Texture_Entropy_Cy5_3_02_256	0.313019045087522	DL features	CP features	6.468821922061681e-47
276441	f336	Texture_Entropy_Cy5_3_03_256	0.312948527848309	DL features	CP features	6.79808906131369e-47
276450	f336	Texture_SumAverage_Cy5_3_00_256	0.332548211816754	DL features	CP features	3.85614631761036e-53
276451	f336	Texture_SumAverage_Cy5_3_01_256	0.330558618217152	DL features	CP features	1.7436309840446403e-52
276452	f336	Texture_SumAverage_Cy5_3_02_256	0.332740735219409	DL features	CP features	3.33000559617021e-53
276453	f336	Texture_SumAverage_Cy5_3_03_256	0.331047852072238	DL features	CP features	1.20438588500225e-52
276458	f336	Texture_SumEntropy_Cy5_3_00_256	0.329035683417897	DL features	CP features	5.4974757040443214e-52
276459	f336	Texture_SumEntropy_Cy5_3_01_256	0.326459721646108	DL features	CP features	3.78456076185973e-51
276460	f336	Texture_SumEntropy_Cy5_3_02_256	0.328077799639704	DL features	CP features	1.12973999626184e-51
276461	f336	Texture_SumEntropy_Cy5_3_03_256	0.327316604419502	DL features	CP features	1.99595986491744e-51
276470	f336	Texture_SumVariance_Cy5_3_00_256	0.328867851854754	DL features	CP features	6.23784986001626e-52
276471	f336	Texture_SumVariance_Cy5_3_01_256	0.325462131899347	DL features	CP features	7.93754365504335e-51
276472	f336	Texture_SumVariance_Cy5_3_02_256	0.329473943762529	DL features	CP features	3.95345750411604e-52
276473	f336	Texture_SumVariance_Cy5_3_03_256	0.329282882895738	DL features	CP features	4.56569078389825e-52
276482	f336	Texture_Variance_Cy5_3_00_256	0.3291854707884	DL features	CP features	4.9124751307537105e-52
276483	f336	Texture_Variance_Cy5_3_01_256	0.325740084358879	DL features	CP features	6.46115910183334e-51
276484	f336	Texture_Variance_Cy5_3_02_256	0.330121229330538	DL features	CP features	2.42640385116826e-52
276485	f336	Texture_Variance_Cy5_3_03_256	0.32769198130247	DL features	CP features	1.50733989810436e-51
276494	f337	f342	0.304254370467353	DL features	DL features	2.8601670790938704e-44
276495	f337	f343	-0.368016505262237	DL features	DL features	1.1142443086089501e-65
276500	f337	f351	-0.385644495100652	DL features	DL features	1.53651227380069e-72
276512	f337	f367	0.44244518393226	DL features	DL features	1.00487982491908e-97
276517	f337	f374	0.390091965768668	DL features	DL features	2.44486950807484e-74
276547	f337	AreaShape_MaximumRadius	-0.304754887344484	DL features	CP features	2.03020652367368e-44
276763	f338	Location_MaxIntensity_Y_FITC	-0.305525787102427	DL features	CP features	1.19767917498439e-44
276776	f338	Texture_DifferenceEntropy_BF_3_00_256	0.318598006690129	DL features	CP features	1.20201725271708e-48
276804	f338	Texture_SumAverage_FITC_3_00_256	0.306749565281984	DL features	CP features	5.15195738300675e-45
276805	f338	Texture_SumAverage_FITC_3_01_256	0.304228632432514	DL features	CP features	2.91087912146361e-44
276806	f338	Texture_SumAverage_FITC_3_02_256	0.304421839185049	DL features	CP features	2.55009399891334e-44
276807	f338	Texture_SumAverage_FITC_3_03_256	0.304405044020078	DL features	CP features	2.57955950320428e-44
276850	f339	f348	0.311662258448548	DL features	DL features	1.6823591507648301e-46
276861	f339	f361	0.37312066684182	DL features	DL features	1.2739449618496698e-67
276950	f339	Texture_Contrast_BF_3_00_256	0.315022992946909	DL features	CP features	1.5608544563714402e-47
276952	f339	Texture_Contrast_BF_3_02_256	0.312311143241819	DL features	CP features	1.06515707384463e-46
